Node1,Node2
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
friend,thinking
thinking,longest
longest,possible
possible,train
train,journey
journey,world
world,portugal
portugal,singapore
friend,thinking
thinking,reindeer
reindeer,grow
grow,new
new,antler
antler,every
every,year
friend,thinking
thinking,halley
halley,comet
comet,seen
seen,2061
friend,thinking
thinking,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
friend,thinking
thinking,astronaut
astronaut,grow
grow,much
much,two
two,inch
inch,space
friend,thinking
thinking,one
one,fourth
fourth,sahara
sahara,desert
desert,sandy
friend,thinking
thinking,6
6,000
000,specie
specie,grass
friend,thinking
thinking,366
366,dimple
dimple,regulation
regulation,golf
golf,ball
friend,thinking
thinking,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
friend,understanding
understanding,dubai
dubai,island
island,created
created,human
friend,understanding
understanding,earliest
earliest,playable
playable,recording
recording,person
person,singing
singing,recorded
recorded,1860
friend,understanding
understanding,first
first,modern
modern,olympics
olympics,winner
winner,awarded
awarded,silver
silver,medal
friend,understanding
understanding,star
star,universe
universe,grain
grain,sand
sand,earth
friend,understanding
understanding,season
season,reindeer
reindeer,eye
eye,change
change,color
friend,understanding
understanding,typing
typing,keyboard
keyboard,previously
previously,arranged
arranged,alphabetically
friend,understanding
understanding,one
one,fourth
fourth,sahara
sahara,desert
desert,sandy
friend,understanding
understanding,bee
bee,fly
fly,higher
higher,mount
mount,everest
friend,understanding
understanding,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
friend,understanding
understanding,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
friend,understanding
understanding,roar
roar,lion
lion,heard
heard,5
5,mile
mile,away
friend,understanding
understanding,baby
baby,octopus
octopus,size
size,flea
friend,impression
impression,canada
canada,lake
lake,world
friend,impression
impression,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
friend,impression
impression,60
60,world
world,population
population,access
access,internet
friend,impression
impression,saturn
saturn,le
le,dense
dense,water
friend,impression
impression,sun
sun,take
take,one
one,earth
earth,month
month,make
make,full
full,rotation
friend,impression
impression,candle
candle,flame
flame,blue
blue,zero
zero,gravity
friend,impression
impression,alaska
alaska,u
u,state
state,whose
whose,name
name,typed
typed,single
single,row
row,american
american,standard
standard,keyboard
friend,impression
impression,violin
violin,bow
bow,made
made,horsehair
friend,feeling
feeling,violin
violin,constructed
constructed,70
70,individual
individual,wooden
wooden,piece
friend,feeling
feeling,90
90,world
world,data
data,generated
generated,2019
friend,feeling
feeling,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
friend,feeling
feeling,see
see,side
side,moon
friend,feeling
feeling,captive
captive,raven
raven,speak
speak,better
better,parrot
friend,feeling
feeling,single
single,lightning
lightning,bolt
bolt,enough
enough,energy
energy,toast
toast,100
100,000
000,slice
slice,bread
friend,feeling
feeling,human
human,likely
likely,weird
weird,scary
scary,dream
dream,sleeping
sleeping,stomach
friend,feeling
feeling,pineapple
pineapple,named
named,pinecone
friend,feeling
feeling,sea
sea,otter
otter,born
born,unable
unable,swim
friend,feeling
feeling,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
friend,feeling
feeling,lightning
lightning,strike
strike,somewhere
somewhere,earth
earth,100
100,time
time,every
every,second
friend,sentiment
sentiment,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
friend,sentiment
sentiment,7100
7100,island
island,philippine
friend,sentiment
sentiment,business
business,owned
owned,woman
woman,men
men,2045
friend,sentiment
sentiment,modern
modern,formula
formula,1
1,racing
racing,car
car,drive
drive,upside
upside,tunnel
tunnel,120mph
friend,sentiment
sentiment,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
friend,sentiment
sentiment,first
first,cricket
cricket,ball
ball,made
made,tightly
tightly,packed
packed,sheep
sheep,wool
friend,sentiment
sentiment,dog
dog,understand
understand,250
250,hand
hand,gesture
gesture,word
friend,sentiment
sentiment,bee
bee,fly
fly,higher
higher,mount
mount,everest
friend,sentiment
sentiment,12
12,plant
plant,5
5,animal
animal,make
make,75
75,diet
diet,around
around,world
friend,sentiment
sentiment,earth
earth,hold
hold,11
11,quintillion
quintillion,pound
pound,air
friend,position
position,longest
longest,commercial
commercial,flight
flight,history
history,took
took,around
around,30
30,hour
friend,position
position,london
london,england
england,world
world,oldest
oldest,subway
subway,system
friend,position
position,volcano
volcano,olympus
olympus,mon
mon,mar
mar,3
3,time
time,taller
taller,mount
mount,everest
friend,position
position,halley
halley,comet
comet,seen
seen,2061
friend,position
position,planet
planet,made
made,diamond
diamond,two
two,time
time,size
size,earth
friend,position
position,mar
mar,running
running,water
friend,position
position,marie
marie,curie
curie,person
person,two
two,nobel
nobel,prize
prize,different
different,science
friend,position
position,antarctica
antarctica,continent
continent,without
without,reptile
reptile,snake
friend,position
position,one
one,fourth
fourth,sahara
sahara,desert
desert,sandy
friend,position
position,12
12,plant
plant,5
5,animal
animal,make
make,75
75,diet
diet,around
around,world
friend,position
position,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
friend,reasoning
reasoning,starting
starting,1990
1990,american
american,basketball
basketball,player
player,michael
michael,jordan
jordan,chicago
chicago,bull
bull,never
never,three
three,game
game,losing
losing,streak
streak,eight
eight,year
friend,reasoning
reasoning,shark
shark,glow
glow,dark
friend,reasoning
reasoning,sun
sun,take
take,one
one,earth
earth,month
month,make
make,full
full,rotation
friend,reasoning
reasoning,snake
snake,predict
predict,earthquake
friend,reasoning
reasoning,raven
raven,always
always,aware
aware,someone
someone,watching
friend,belief
belief,bangkok
bangkok,full
full,name
name,163
163,letter
friend,belief
belief,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
friend,belief
belief,90
90,world
world,data
data,generated
generated,2019
friend,belief
belief,snow
snow,metal
metal,rain
rain,acid
acid,venus
friend,belief
belief,canned
canned,pumpkin
pumpkin,contain
contain,actual
actual,pumpkin
friend,belief
belief,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
friend,belief
belief,japan
japan,considered
considered,good
good,luck
luck,sumo
sumo,wrestler
wrestler,make
make,baby
baby,cry
friend,belief
belief,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
friend,belief
belief,eye
eye,ostrich
ostrich,bigger
bigger,brain
friend,belief
belief,apple
apple,seed
seed,contain
contain,cyanide
friend,belief
belief,shape
shape,26
26,side
side,known
known,rhombicuboctahedron
friend,belief
belief,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
friend,belief
belief,every
every,three
three,second
second,birth
birth,taking
taking,place
place,somewhere
somewhere,world
friend,hypothesis
hypothesis,human
human,live
live,mar
mar,2035
friend,hypothesis
hypothesis,drone
drone,delivery
delivery,already
already,happening
happening,become
become,common
common,2025
friend,hypothesis
hypothesis,elvis
elvis,presley
presley,sold
sold,record
record,music
music,band
band,beatles
friend,hypothesis
hypothesis,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
friend,hypothesis
hypothesis,penguin
penguin,jump
jump,high
high,9
9,foot
foot,air
friend,hypothesis
hypothesis,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
friend,hypothesis
hypothesis,smelling
smelling,green
green,apple
apple,help
help,weight
weight,loss
friend,hypothesis
hypothesis,largest
largest,living
living,thing
thing,earth
earth,tree
family,point
point,view
view,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
family,point
point,view
view,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
family,point
point,view
view,american
american,basketball
basketball,legend
legend,wilt
wilt,chamberlain
chamberlain,never
never,fouled
fouled,game
family,point
point,view
view,hummingbird
hummingbird,bird
bird,fly
fly,backwards
family,point
point,view
view,see
see,side
side,moon
family,point
point,view
view,sunset
sunset,blue
blue,mar
family,point
point,view
view,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
family,point
point,view
view,bubble
bubble,wrap
wrap,originally
originally,designed
designed,used
used,wallpaper
family,point
point,view
view,sea
sea,otter
otter,born
born,unable
unable,swim
family,view
view,fly
fly,individual
individual,jetpacks
jetpacks,2032
family,view
view,7100
7100,island
island,philippine
family,view
view,would
would,take
take,le
le,month
month,get
get,moon
moon,car
car,60mph
family,view
view,first
first,electric
electric,vehicle
vehicle,created
created,1832
family,view
view,oldest
oldest,surviving
surviving,song
song,around
around,3
3,500
500,year
year,old
family,view
view,half
half,world
world,population
population,access
access,web
web,via
via,mobile
mobile,device
family,view
view,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
family,view
view,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
family,view
view,first
first,cricket
cricket,ball
ball,made
made,tightly
tightly,packed
packed,sheep
sheep,wool
family,view
view,longest
longest,commercial
commercial,flight
flight,history
history,took
took,around
around,30
30,hour
family,view
view,sputnik
sputnik,first
first,artificial
artificial,satellite
satellite,space
family,view
view,australia
australia,wider
wider,moon
family,view
view,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
family,view
view,australia
australia,number
number,beach
beach,world
family,view
view,armadillo
armadillo,bulletproof
bulletproof,shell
family,view
view,candle
candle,flame
flame,blue
blue,zero
zero,gravity
family,view
view,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
family,view
view,ketchup
ketchup,leaf
leaf,bottle
bottle,measured
measured,speed
speed,25
25,mile
mile,per
per,year
family,opinion
opinion,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
family,opinion
opinion,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
family,opinion
opinion,90
90,good
good,shipped
shipped,ocean
ocean,freight
family,opinion
opinion,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
family,opinion
opinion,half
half,world
world,population
population,access
access,web
web,via
via,mobile
mobile,device
family,opinion
opinion,badminton
badminton,fastest
fastest,ball
ball,net
net,sport
sport,world
family,opinion
opinion,concorde
concorde,fastest
fastest,passenger
passenger,jet
jet,ever
family,opinion
opinion,london
london,england
england,world
world,oldest
oldest,subway
subway,system
family,opinion
opinion,new
new,parent
parent,lose
lose,around
around,750
750,hour
hour,sleep
sleep,first
first,year
year,first
first,child
child,life
family,opinion
opinion,pupil
pupil,goat
goat,rectangular
family,opinion
opinion,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
family,opinion
opinion,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
family,thinking
thinking,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
family,thinking
thinking,canada
canada,lake
lake,world
family,thinking
thinking,productive
productive,work
work,day
day,week
week,tuesday
family,thinking
thinking,longest
longest,commercial
commercial,flight
flight,history
history,took
took,around
around,30
30,hour
family,thinking
thinking,london
london,england
england,world
world,oldest
oldest,subway
subway,system
family,thinking
thinking,volcano
volcano,olympus
olympus,mon
mon,mar
mar,3
3,time
time,taller
taller,mount
mount,everest
family,thinking
thinking,million
million,tree
tree,estimated
estimated,planted
planted,squirrel
squirrel,forgot
forgot,buried
buried,nut
family,thinking
thinking,netherlands
netherlands,home
home,population
population,tallest
tallest,human
human,earth
family,thinking
thinking,outerspace
outerspace,partly
partly,smell
smell,like
like,diesel
diesel,fuel
fuel,barbeque
family,understanding
understanding,human
human,live
live,mar
mar,2035
family,understanding
understanding,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
family,understanding
understanding,longest
longest,possible
possible,train
train,journey
journey,world
world,portugal
portugal,singapore
family,understanding
understanding,star
star,universe
universe,grain
grain,sand
sand,earth
family,understanding
understanding,double
double,rainbow
rainbow,mirror
mirror,image
image,first
first,rainbow
family,understanding
understanding,pound
pound,housefly
housefly,contains
contains,protein
protein,pound
pound,beef
family,understanding
understanding,black
black,cat
cat,good
good,luck
luck,britain
britain,japan
family,understanding
understanding,fold
fold,chef
chef,hat
hat,represents
represents,number
number,way
way,someone
someone,cook
cook,egg
family,impression
impression,human
human,live
live,mar
mar,2035
family,impression
impression,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
family,impression
impression,oldest
oldest,surviving
surviving,song
song,around
around,3
3,500
500,year
year,old
family,impression
impression,season
season,reindeer
reindeer,eye
eye,change
change,color
family,impression
impression,australia
australia,bright
bright,pink
pink,lake
family,impression
impression,espresso
espresso,maker
maker,sent
sent,space
family,impression
impression,largest
largest,recorded
recorded,snowflake
snowflake,15
15,inch
inch,wide
family,feeling
feeling,rubik
rubik,cube
cube,best
best,selling
selling,product
product,time
family,feeling
feeling,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
family,feeling
feeling,adult
adult,cat
cat,meow
meow,human
family,feeling
feeling,may
may,22nd
22nd,least
least,common
common,birth
birth,date
family,feeling
feeling,longest
longest,location
location,name
name,planet
planet,earth
earth,85
85,letter
letter,english
family,feeling
feeling,espresso
espresso,maker
maker,sent
sent,space
family,feeling
feeling,losing
losing,weight
weight,alters
alters,brain
brain,activity
family,feeling
feeling,triskaidekaphobia
triskaidekaphobia,fear
fear,number
number,13
family,sentiment
sentiment,making
making,emotional
emotional,facial
facial,expression
expression,prompt
prompt,human
human,emotion
family,sentiment
sentiment,american
american,industrialist
industrialist,andrew
andrew,carnegie
carnegie,net
net,worth
worth,475
475,million
million,usd
usd,worth
worth,300
300,billion
billion,usd
usd,today
family,sentiment
sentiment,90
90,driver
driver,admit
admit,singing
singing,car
family,sentiment
sentiment,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
family,sentiment
sentiment,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
family,sentiment
sentiment,half
half,retail
retail,purchase
purchase,made
made,mobile
mobile,device
family,sentiment
sentiment,rain
rain,diamond
diamond,jupiter
jupiter,saturn
family,sentiment
sentiment,take
take,restaurant
restaurant,found
found,remains
remains,pompeii
family,sentiment
sentiment,snail
snail,sleep
sleep,three
three,year
family,sentiment
sentiment,two
two,tongue
tongue,print
print,alike
family,sentiment
sentiment,million
million,tree
tree,estimated
estimated,planted
planted,squirrel
squirrel,forgot
forgot,buried
buried,nut
family,sentiment
sentiment,odds
odds,getting
getting,set
set,card
card,referred
referred,royal
royal,flush
flush,1
1,649
649,740
family,sentiment
sentiment,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
family,sentiment
sentiment,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
family,position
position,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
family,position
position,voyager
voyager,spacecraft
spacecraft,carried
carried,recording
recording,chuck
chuck,berry
berry,johnny
johnny,b
b,goode
goode,solar
solar,system
family,position
position,average
average,user
user,spends
spends,40
40,day
day,internet
family,position
position,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
family,position
position,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
family,position
position,neptune
neptune,radiates
radiates,heat
heat,get
get,sun
family,position
position,q
q,letter
letter,appear
appear,u
u,state
state,name
family,position
position,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
family,reasoning
reasoning,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
family,reasoning
reasoning,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
family,reasoning
reasoning,violin
violin,constructed
constructed,70
70,individual
individual,wooden
wooden,piece
family,reasoning
reasoning,shark
shark,glow
glow,dark
family,reasoning
reasoning,might
might,huge
huge,planet
planet,solar
solar,system
family,reasoning
reasoning,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
family,reasoning
reasoning,australia
australia,number
number,beach
beach,world
family,reasoning
reasoning,bottled
bottled,water
water,expiration
expiration,date
family,reasoning
reasoning,cat
cat,taste
taste,sweet
sweet,flavor
family,reasoning
reasoning,applying
applying,equal
equal,amount
amount,pressure
pressure,total
total,surface
surface,area
area,egg
egg,prevent
prevent,breaking
family,reasoning
reasoning,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
family,belief
belief,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
family,belief
belief,total
total,number
number,multinational
multinational,company
company,investing
investing,green
green,initiative
initiative,increased
increased,35
35,since
since,2020
family,belief
belief,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
family,belief
belief,kite
kite,flying
flying,professional
professional,sport
sport,thailand
family,belief
belief,one
one,third
third,world
world,airport
airport,located
located,u
family,belief
belief,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
family,belief
belief,canary
canary,island
island,named
named,type
type,dog
dog,bird
family,belief
belief,sweden
sweden,island
island,country
family,belief
belief,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
family,belief
belief,french
french,scrabble
scrabble,world
world,champion
champion,winner
winner,speak
speak,french
family,belief
belief,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
family,belief
belief,chicken
chicken,closest
closest,relative
relative,rex
family,belief
belief,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
family,hypothesis
hypothesis,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
family,hypothesis
hypothesis,snow
snow,metal
metal,rain
rain,acid
acid,venus
family,hypothesis
hypothesis,rain
rain,diamond
diamond,jupiter
jupiter,saturn
family,hypothesis
hypothesis,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
family,hypothesis
hypothesis,12
12,plant
plant,5
5,animal
animal,make
make,75
75,diet
diet,around
around,world
colleague,point
point,view
view,automotive
automotive,industry
industry,employ
employ,9
9,9
9,million
million,american
colleague,point
point,view
view,india
india,train
train,transport
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
colleague,point
point,view
view,hummingbird
hummingbird,bird
bird,fly
fly,backwards
colleague,point
point,view
view,halley
halley,comet
comet,seen
seen,2061
colleague,point
point,view
view,star
star,universe
universe,grain
grain,sand
sand,earth
colleague,point
point,view
view,cat
cat,sleep
sleep,two
two,third
third,life
colleague,point
point,view
view,new
new,zealander
zealander,pet
pet,per
per,household
household,country
colleague,point
point,view
view,frigate
frigate,bird
bird,sleep
sleep,flying
colleague,point
point,view
view,honeybee
honeybee,recognize
recognize,human
human,face
colleague,view
view,fly
fly,individual
individual,jetpacks
jetpacks,2032
colleague,view
view,highest
highest,total
total,mileage
mileage,clocked
clocked,single
single,car
car,2850000
2850000,million
million,mile
colleague,view
view,average
average,user
user,check
check,mobile
mobile,phone
phone,around
around,150
150,time
time,day
colleague,view
view,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
colleague,view
view,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
colleague,view
view,longest
longest,commercial
commercial,flight
flight,history
history,took
took,around
around,30
30,hour
colleague,view
view,might
might,huge
huge,planet
planet,solar
solar,system
colleague,view
view,captive
captive,raven
raven,speak
speak,better
better,parrot
colleague,view
view,bee
bee,fly
fly,higher
higher,mount
mount,everest
colleague,view
view,elasticity
elasticity,rubber
rubber,band
band,last
last,much
much,longer
longer,refrigerated
colleague,view
view,smelling
smelling,green
green,apple
apple,help
help,weight
weight,loss
colleague,view
view,technicolored
technicolored,squirrel
squirrel,roam
roam,land
land,southern
southern,india
colleague,view
view,mouse
mouse,typically
typically,live
live,6
6,month
month,wild
colleague,view
view,flossing
flossing,teeth
teeth,improves
improves,memory
colleague,view
view,redwood
redwood,tallest
tallest,tree
colleague,opinion
opinion,fly
fly,individual
individual,jetpacks
jetpacks,2032
colleague,opinion
opinion,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
colleague,opinion
opinion,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
colleague,opinion
opinion,90
90,driver
driver,admit
admit,singing
singing,car
colleague,opinion
opinion,one
one,third
third,world
world,airport
airport,located
located,u
colleague,opinion
opinion,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
colleague,opinion
opinion,odds
odds,getting
getting,set
set,card
card,referred
referred,royal
royal,flush
flush,1
1,649
649,740
colleague,opinion
opinion,technicolored
technicolored,squirrel
squirrel,roam
roam,land
land,southern
southern,india
colleague,thinking
thinking,drone
drone,delivery
delivery,already
already,happening
happening,become
become,common
common,2025
colleague,thinking
thinking,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
colleague,thinking
thinking,windshield
windshield,wiper
wiper,invented
invented,1905
colleague,thinking
thinking,reindeer
reindeer,grow
grow,new
new,antler
antler,every
every,year
colleague,thinking
thinking,illegal
illegal,waste
waste,food
food,french
french,supermarket
colleague,thinking
thinking,artificial
artificial,banana
banana,flavoring
flavoring,based
based,extinct
extinct,banana
banana,type
colleague,thinking
thinking,birth
birth,baby
baby,panda
panda,smaller
smaller,mouse
colleague,thinking
thinking,french
french,scrabble
scrabble,world
world,champion
champion,winner
winner,speak
speak,french
colleague,thinking
thinking,largest
largest,recorded
recorded,snowflake
snowflake,15
15,inch
inch,wide
colleague,thinking
thinking,china
china,world
world,largest
largest,silk
silk,producer
colleague,understanding
understanding,making
making,emotional
emotional,facial
facial,expression
expression,prompt
prompt,human
human,emotion
colleague,understanding
understanding,largest
largest,rock
rock,earth
earth,australia
colleague,understanding
understanding,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
colleague,understanding
understanding,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
colleague,understanding
understanding,saturn
saturn,le
le,dense
dense,water
colleague,understanding
understanding,pupil
pupil,goat
goat,rectangular
colleague,understanding
understanding,neptune
neptune,first
first,planet
planet,discovered
discovered,seen
seen,telescope
colleague,understanding
understanding,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
colleague,understanding
understanding,child
child,born
born,le
le,frequently
frequently,saturday
colleague,understanding
understanding,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
colleague,understanding
understanding,man
man,set
set,record
record,putting
putting,260
260,shirt
colleague,understanding
understanding,average
average,american
american,spends
spends,time
time,totalling
totalling,2
2,5
5,day
day,annually
annually,looking
looking,lost
lost,item
colleague,understanding
understanding,20
20,power
power,outage
outage,u
u,due
due,squirrel
squirrel,chewing
chewing,line
colleague,understanding
understanding,mouse
mouse,typically
typically,live
live,6
6,month
month,wild
colleague,impression
impression,fly
fly,individual
individual,jetpacks
jetpacks,2032
colleague,impression
impression,drone
drone,delivery
delivery,already
already,happening
happening,become
become,common
common,2025
colleague,impression
impression,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
colleague,impression
impression,damascus
damascus,oldest
oldest,continuously
continuously,inhabited
inhabited,city
city,world
colleague,impression
impression,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
colleague,impression
impression,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
colleague,impression
impression,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
colleague,impression
impression,see
see,side
side,moon
colleague,impression
impression,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
colleague,impression
impression,candle
candle,flame
flame,blue
blue,zero
zero,gravity
colleague,impression
impression,technicolored
technicolored,squirrel
squirrel,roam
roam,land
land,southern
southern,india
colleague,feeling
feeling,fly
fly,individual
individual,jetpacks
jetpacks,2032
colleague,feeling
feeling,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
colleague,feeling
feeling,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
colleague,feeling
feeling,20
20,world
world,oxygen
oxygen,produced
produced,amazon
amazon,jungle
colleague,feeling
feeling,modern
modern,formula
formula,1
1,racing
racing,car
car,drive
drive,upside
upside,tunnel
tunnel,120mph
colleague,feeling
feeling,would
would,take
take,le
le,month
month,get
get,moon
moon,car
car,60mph
colleague,feeling
feeling,highest
highest,total
total,mileage
mileage,clocked
clocked,single
single,car
car,2850000
2850000,million
million,mile
colleague,feeling
feeling,90
90,world
world,data
data,generated
generated,2019
colleague,feeling
feeling,half
half,retail
retail,purchase
purchase,made
made,mobile
mobile,device
colleague,feeling
feeling,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
colleague,feeling
feeling,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
colleague,feeling
feeling,triskaidekaphobia
triskaidekaphobia,fear
fear,number
number,13
colleague,feeling
feeling,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
colleague,sentiment
sentiment,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
colleague,sentiment
sentiment,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
colleague,sentiment
sentiment,badminton
badminton,fastest
fastest,ball
ball,net
net,sport
sport,world
colleague,sentiment
sentiment,london
london,england
england,world
world,oldest
oldest,subway
subway,system
colleague,sentiment
sentiment,currently
currently,6
6,spacecraft
spacecraft,mar
colleague,sentiment
sentiment,take
take,restaurant
restaurant,found
found,remains
remains,pompeii
colleague,sentiment
sentiment,dog
dog,understand
understand,250
250,hand
hand,gesture
gesture,word
colleague,sentiment
sentiment,insect
insect,attracted
attracted,light
light,moon
colleague,sentiment
sentiment,longest
longest,location
location,name
name,planet
planet,earth
earth,85
85,letter
letter,english
colleague,sentiment
sentiment,black
black,cat
cat,good
good,luck
luck,britain
britain,japan
colleague,sentiment
sentiment,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
colleague,position
position,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
colleague,position
position,american
american,industrialist
industrialist,andrew
andrew,carnegie
carnegie,net
net,worth
worth,475
475,million
million,usd
usd,worth
worth,300
300,billion
billion,usd
usd,today
colleague,position
position,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
colleague,position
position,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
colleague,position
position,half
half,world
world,population
population,access
access,web
web,via
via,mobile
mobile,device
colleague,position
position,longest
longest,possible
possible,train
train,journey
journey,world
world,portugal
portugal,singapore
colleague,position
position,moon
moon,part
part,earth
colleague,position
position,full
full,jumbo
jumbo,jet
jet,tank
tank,enough
enough,fuel
fuel,drive
drive,car
car,around
around,world
world,four
four,time
colleague,position
position,espresso
espresso,maker
maker,sent
sent,space
colleague,position
position,sea
sea,otter
otter,born
born,unable
unable,swim
colleague,reasoning
reasoning,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
colleague,reasoning
reasoning,volcano
volcano,olympus
olympus,mon
mon,mar
mar,3
3,time
time,taller
taller,mount
mount,everest
colleague,reasoning
reasoning,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
colleague,reasoning
reasoning,people
people,currently
currently,alive
alive,7
7,total
total,number
number,people
people,ever
ever,lived
colleague,reasoning
reasoning,billion
billion,egg
egg,produced
produced,commercially
commercially,year
colleague,reasoning
reasoning,roar
roar,lion
lion,heard
