Node1,Node2
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
friend,encountered
encountered,study
study,mentioning
mentioning,frigate
frigate,bird
bird,sleep
sleep,flying
friend,encountered
encountered,study
study,mentioning
mentioning,man
man,set
set,record
record,putting
putting,260
260,shirt
friend,encountered
encountered,study
study,mentioning
mentioning,applying
applying,equal
equal,amount
amount,pressure
pressure,total
total,surface
surface,area
area,egg
egg,prevent
prevent,breaking
friend,encountered
encountered,study
study,mentioning
mentioning,moon
moon,moving
moving,away
away,earth
friend,encountered
encountered,study
study,mentioning
mentioning,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
friend,encountered
encountered,study
study,mentioning
mentioning,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
friend,encountered
encountered,study
study,claiming
claiming,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
friend,encountered
encountered,study
study,claiming
claiming,iceland
iceland,growing
growing,5
5,centimeter
centimeter,per
per,year
friend,encountered
encountered,study
study,claiming
claiming,90
90,good
good,shipped
shipped,ocean
ocean,freight
friend,encountered
encountered,study
study,claiming
claiming,average
average,car
car,contains
contains,30000
30000,unique
unique,part
friend,encountered
encountered,study
study,claiming
claiming,earliest
earliest,playable
playable,recording
recording,person
person,singing
singing,recorded
recorded,1860
friend,encountered
encountered,study
study,claiming
claiming,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
friend,encountered
encountered,study
study,claiming
claiming,average
average,user
user,spends
spends,40
40,day
day,internet
friend,encountered
encountered,study
study,claiming
claiming,1
1,3
3,people
people,never
never,used
used,internet
friend,encountered
encountered,study
study,claiming
claiming,first
first,glove
glove,used
used,american
american,sport
sport,baseball
baseball,fingerless
friend,encountered
encountered,study
study,claiming
claiming,starting
starting,1990
1990,american
american,basketball
basketball,player
player,michael
michael,jordan
jordan,chicago
chicago,bull
bull,never
never,three
three,game
game,losing
losing,streak
streak,eight
eight,year
friend,encountered
encountered,study
study,claiming
claiming,concorde
concorde,fastest
fastest,passenger
passenger,jet
jet,ever
friend,encountered
encountered,study
study,claiming
claiming,common
common,garden
garden,snail
snail,12
12,000
000,teeth
friend,encountered
encountered,study
study,claiming
claiming,shark
shark,glow
glow,dark
friend,encountered
encountered,study
study,claiming
claiming,day
day,mar
mar,length
length,earth
friend,encountered
encountered,study
study,claiming
claiming,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
friend,encountered
encountered,study
study,claiming
claiming,pluto
pluto,could
could,theoretically
theoretically,sustain
sustain,life
friend,encountered
encountered,study
study,claiming
claiming,rain
rain,diamond
diamond,jupiter
jupiter,saturn
friend,encountered
encountered,study
study,claiming
claiming,illegal
illegal,waste
waste,food
food,french
french,supermarket
friend,encountered
encountered,study
study,claiming
claiming,new
new,parent
parent,lose
lose,around
around,750
750,hour
hour,sleep
sleep,first
first,year
year,first
first,child
child,life
friend,encountered
encountered,study
study,claiming
claiming,bathwater
bathwater,stay
stay,warmer
warmer,longer
longer,duration
duration,bubble
friend,encountered
encountered,study
study,claiming
claiming,pupil
pupil,goat
goat,rectangular
friend,encountered
encountered,study
study,claiming
claiming,avocado
avocado,never
never,ripen
ripen,still
still,attached
attached,tree
friend,encountered
encountered,study
study,claiming
claiming,china
china,owns
owns,panda
panda,world
friend,encountered
encountered,study
study,claiming
claiming,brain
brain,fattiest
fattiest,organ
organ,body
friend,encountered
encountered,study
study,claiming
claiming,crocodile
crocodile,cannot
cannot,stick
stick,tongue
friend,encountered
encountered,study
study,claiming
claiming,people
people,sneeze
sneeze,sleep
friend,encountered
encountered,study
study,claiming
claiming,full
full,jumbo
jumbo,jet
jet,tank
tank,enough
enough,fuel
fuel,drive
drive,car
car,around
around,world
world,four
four,time
friend,encountered
encountered,study
study,claiming
claiming,j
j,letter
letter,appear
appear,periodic
periodic,table
table,element
friend,encountered
encountered,study
study,claiming
claiming,eiffel
eiffel,tower
tower,lean
lean,away
away,sun
friend,encountered
encountered,study
study,claiming
claiming,population
population,united
united,state
state,increase
increase,one
one,person
person,every
every,12
12,second
friend,encountered
encountered,study
study,claiming
claiming,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
friend,encountered
encountered,study
study,claiming
claiming,one
one,fourth
fourth,sahara
sahara,desert
desert,sandy
friend,encountered
encountered,study
study,claiming
claiming,human
human,jumped
jumped,horse
horse,olympics
friend,encountered
encountered,study
study,claiming
claiming,job
job,field
field,agriculture
agriculture,prevalent
prevalent,type
type,job
job,world
friend,encountered
encountered,study
study,claiming
claiming,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
friend,encountered
encountered,study
study,claiming
claiming,elasticity
elasticity,rubber
rubber,band
band,last
last,much
much,longer
longer,refrigerated
friend,encountered
encountered,study
study,claiming
claiming,candle
candle,flame
flame,blue
blue,zero
zero,gravity
friend,encountered
encountered,study
study,claiming
claiming,largest
largest,recorded
recorded,snowflake
snowflake,15
15,inch
inch,wide
friend,encountered
encountered,study
study,claiming
claiming,world
world,largest
largest,pyramid
pyramid,cannot
cannot,found
found,egypt
friend,encountered
encountered,study
study,claiming
claiming,opposite
opposite,side
side,dice
dice,always
always,equal
equal,7
friend,encountered
encountered,study
study,claiming
claiming,cat
cat,taste
taste,sweet
sweet,flavor
friend,encountered
encountered,study
study,claiming
claiming,average
average,american
american,spends
spends,time
time,totalling
totalling,2
2,5
5,day
day,annually
annually,looking
looking,lost
lost,item
friend,encountered
encountered,study
study,claiming
claiming,baby
baby,octopus
octopus,size
size,flea
friend,encountered
encountered,study
study,claiming
claiming,fit
fit,400
400,grapevine
grapevine,one
one,acre
acre,land
friend,encountered
encountered,study
study,claiming
claiming,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
friend,encountered
encountered,study
study,claiming
claiming,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
friend,discovered
discovered,study
study,mentioning
mentioning,nucelear
nucelear,fission
fission,used
used,produce
produce,electricity
friend,discovered
discovered,study
study,mentioning
mentioning,average
average,car
car,contains
contains,30000
30000,unique
unique,part
friend,discovered
discovered,study
study,mentioning
mentioning,car
car,radio
radio,first
first,introduced
introduced,1922
friend,discovered
discovered,study
study,mentioning
mentioning,average
average,car
car,100
100,mile
mile,code
code,vehicle
vehicle,internal
internal,computer
friend,discovered
discovered,study
study,mentioning
mentioning,oldest
oldest,playable
playable,musical
musical,instrument
instrument,found
found,china
friend,discovered
discovered,study
study,mentioning
mentioning,band
band,metallica
metallica,first
first,group
group,play
play,seven
seven,continent
friend,discovered
discovered,study
study,mentioning
mentioning,violin
violin,constructed
constructed,70
70,individual
individual,wooden
wooden,piece
friend,discovered
discovered,study
study,mentioning
mentioning,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
friend,discovered
discovered,study
study,mentioning
mentioning,half
half,retail
retail,purchase
purchase,made
made,mobile
mobile,device
friend,discovered
discovered,study
study,mentioning
mentioning,first
first,glove
glove,used
used,american
american,sport
sport,baseball
baseball,fingerless
friend,discovered
discovered,study
study,mentioning
mentioning,london
london,england
england,world
world,oldest
oldest,subway
subway,system
friend,discovered
discovered,study
study,mentioning
mentioning,octopus
octopus,three
three,heart
friend,discovered
discovered,study
study,mentioning
mentioning,ant
ant,lift
lift,20
20,time
time,body
body,weight
friend,discovered
discovered,study
study,mentioning
mentioning,hottest
hottest,planet
planet,solar
solar,system
system,venus
friend,discovered
discovered,study
study,mentioning
mentioning,snow
snow,metal
metal,rain
rain,acid
acid,venus
friend,discovered
discovered,study
study,mentioning
mentioning,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
friend,discovered
discovered,study
study,mentioning
mentioning,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
friend,discovered
discovered,study
study,mentioning
mentioning,rain
rain,diamond
diamond,jupiter
jupiter,saturn
friend,discovered
discovered,study
study,mentioning
mentioning,currently
currently,6
6,spacecraft
spacecraft,mar
friend,discovered
discovered,study
study,mentioning
mentioning,world
world,championship
championship,throwing
throwing,mobile
mobile,phone
friend,discovered
discovered,study
study,mentioning
mentioning,canned
canned,pumpkin
pumpkin,contain
contain,actual
actual,pumpkin
friend,discovered
discovered,study
study,mentioning
mentioning,banana
banana,technically
technically,berry
friend,discovered
discovered,study
study,mentioning
mentioning,elephant
elephant,console
console,stressful
stressful,situation
friend,discovered
discovered,study
study,mentioning
mentioning,two
two,tongue
tongue,print
print,alike
friend,discovered
discovered,study
study,mentioning
mentioning,human
human,taste
taste,food
food,without
without,saliva
friend,discovered
discovered,study
study,mentioning
mentioning,24
24,time
time,zone
zone,around
around,world
friend,discovered
discovered,study
study,mentioning
mentioning,cow
cow,best
best,friend
friend,get
get,stressed
stressed,separated
friend,discovered
discovered,study
study,mentioning
mentioning,wild
wild,boar
boar,wash
wash,food
friend,discovered
discovered,study
study,mentioning
mentioning,eye
eye,ostrich
ostrich,bigger
bigger,brain
friend,discovered
discovered,study
study,mentioning
mentioning,candle
candle,flame
flame,blue
blue,zero
zero,gravity
friend,discovered
discovered,study
study,mentioning
mentioning,fewer
fewer,star
star,sky
sky,tree
tree,earth
friend,discovered
discovered,study
study,mentioning
mentioning,child
child,world
world,born
born,thursday
friend,discovered
discovered,study
study,mentioning
mentioning,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
friend,discovered
discovered,study
study,mentioning
mentioning,pineapple
pineapple,named
named,pinecone
friend,discovered
discovered,study
study,mentioning
mentioning,two
two,teeth
teeth,different
different,people
people,ever
ever,alike
friend,discovered
discovered,study
study,mentioning
mentioning,fingernail
fingernail,dominant
dominant,hand
hand,grow
grow,faster
friend,discovered
discovered,study
study,mentioning
mentioning,baby
baby,octopus
octopus,size
size,flea
friend,discovered
discovered,study
study,mentioning
mentioning,lemur
lemur,previously
previously,size
size,gorilla
friend,discovered
discovered,study
study,mentioning
mentioning,shape
shape,26
26,side
side,known
known,rhombicuboctahedron
friend,discovered
discovered,study
study,mentioning
mentioning,earth
earth,hold
hold,11
11,quintillion
quintillion,pound
pound,air
friend,discovered
discovered,study
study,mentioning
mentioning,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
friend,discovered
discovered,study
study,mentioning
mentioning,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
friend,discovered
discovered,study
study,mentioning
mentioning,china
china,world
world,largest
largest,silk
silk,producer
friend,discovered
discovered,study
study,mentioning
mentioning,strawberry
strawberry,known
known,fruit
fruit,grow
grow,seed
seed,externally
friend,discovered
discovered,study
study,claiming
claiming,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
friend,discovered
discovered,study
study,claiming
claiming,largest
largest,rock
rock,earth
earth,australia
friend,discovered
discovered,study
study,claiming
claiming,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
friend,discovered
discovered,study
study,claiming
claiming,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
friend,discovered
discovered,study
study,claiming
claiming,business
business,owned
owned,woman
woman,men
men,2045
friend,discovered
discovered,study
study,claiming
claiming,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
friend,discovered
discovered,study
study,claiming
claiming,would
would,take
take,le
le,month
month,get
get,moon
moon,car
car,60mph
friend,discovered
discovered,study
study,claiming
claiming,average
average,car
car,contains
contains,30000
30000,unique
unique,part
friend,discovered
discovered,study
study,claiming
claiming,elvis
elvis,presley
presley,sold
sold,record
record,music
music,band
band,beatles
friend,discovered
discovered,study
study,claiming
claiming,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
friend,discovered
discovered,study
study,claiming
claiming,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
friend,discovered
discovered,study
study,claiming
claiming,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
friend,discovered
discovered,study
study,claiming
claiming,60
60,world
world,population
population,access
access,internet
friend,discovered
discovered,study
study,claiming
claiming,india
india,train
train,transport
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
friend,discovered
discovered,study
study,claiming
claiming,common
common,garden
garden,snail
snail,12
12,000
000,teeth
friend,discovered
discovered,study
study,claiming
claiming,ant
ant,lift
lift,20
20,time
time,body
body,weight
friend,discovered
discovered,study
study,claiming
claiming,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
friend,discovered
discovered,study
study,claiming
claiming,hottest
hottest,planet
planet,solar
solar,system
system,venus
friend,discovered
discovered,study
study,claiming
claiming,footprint
footprint,left
left,moon
moon,disappear
disappear,wind
friend,discovered
discovered,study
study,claiming
claiming,sunset
sunset,blue
blue,mar
friend,discovered
discovered,study
study,claiming
claiming,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
friend,discovered
discovered,study
study,claiming
claiming,sound
sound,actually
actually,travel
travel,space
friend,discovered
discovered,study
study,claiming
claiming,day
day,mar
mar,length
length,earth
friend,discovered
discovered,study
study,claiming
claiming,5
5,dwarf
dwarf,planet
planet,recognized
recognized,solar
solar,system
friend,discovered
discovered,study
study,claiming
claiming,year
year,asteroid
asteroid,size
size,car
car,enters
enters,earth
earth,atmosphere
friend,discovered
discovered,study
study,claiming
claiming,planet
planet,made
made,diamond
diamond,two
two,time
time,size
size,earth
friend,discovered
discovered,study
study,claiming
claiming,astronaut
astronaut,grow
grow,much
much,two
two,inch
inch,space
friend,discovered
discovered,study
study,claiming
claiming,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
friend,discovered
discovered,study
study,claiming
claiming,brain
brain,fattiest
fattiest,organ
organ,body
friend,discovered
discovered,study
study,claiming
claiming,sneezing
sneezing,traveling
traveling,60
60,mph
mph,make
make,close
close,eye
eye,50
50,foot
friend,discovered
discovered,study
study,claiming
claiming,insect
insect,attracted
attracted,light
light,moon
friend,discovered
discovered,study
study,claiming
claiming,australia
australia,bright
bright,pink
pink,lake
friend,discovered
discovered,study
study,claiming
claiming,netherlands
netherlands,home
home,population
population,tallest
tallest,human
human,earth
friend,discovered
discovered,study
study,claiming
claiming,sense
sense,smell
smell,taste
taste,decrease
decrease,20
20,50
50,airplane
airplane,flight
friend,discovered
discovered,study
study,claiming
claiming,one
one,fourth
fourth,sahara
sahara,desert
desert,sandy
friend,discovered
discovered,study
study,claiming
claiming,espresso
espresso,maker
maker,sent
sent,space
friend,discovered
discovered,study
study,claiming
claiming,driving
driving,south
south,detroit
detroit,lead
lead,canada
friend,discovered
discovered,study
study,claiming
claiming,people
people,speak
speak,english
english,second
second,language
language,use
use,primary
primary,language
friend,discovered
discovered,study
study,claiming
claiming,opposite
opposite,side
side,dice
dice,always
always,equal
equal,7
friend,discovered
discovered,study
study,claiming
claiming,playing
playing,dance
dance,music
music,help
help,ward
ward,mosquito
friend,discovered
discovered,study
study,claiming
claiming,baby
baby,spider
spider,called
called,spiderlings
friend,discovered
discovered,study
study,claiming
claiming,baby
baby,octopus
octopus,size
size,flea
friend,discovered
discovered,study
study,claiming
claiming,around
around,50
50,mined
mined,gold
gold,earth
earth,come
come,one
one,source
friend,discovered
discovered,study
study,claiming
claiming,shape
shape,26
26,side
side,known
known,rhombicuboctahedron
friend,discovered
discovered,study
study,claiming
claiming,6
6,000
000,specie
specie,grass
friend,discovered
discovered,study
study,claiming
claiming,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
friend,discovered
discovered,study
study,claiming
claiming,366
366,dimple
dimple,regulation
regulation,golf
golf,ball
friend,discovered
discovered,study
study,claiming
claiming,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
someone,read
read,report
report,mentioning
mentioning,making
making,emotional
emotional,facial
facial,expression
expression,prompt
prompt,human
human,emotion
someone,read
read,report
report,mentioning
mentioning,new
new,element
element,discovered
discovered,outside
outside,periodic
periodic,table
someone,read
read,report
report,mentioning
mentioning,largest
largest,rock
rock,earth
earth,australia
someone,read
read,report
report,mentioning
mentioning,damascus
damascus,oldest
oldest,continuously
continuously,inhabited
inhabited,city
city,world
someone,read
read,report
report,mentioning
mentioning,snow
snow,sahara
sahara,desert
someone,read
read,report
report,mentioning
mentioning,canada
canada,lake
lake,world
someone,read
read,report
report,mentioning
mentioning,582
582,million
million,entrepreneur
entrepreneur,world
someone,read
read,report
report,mentioning
mentioning,business
business,owned
owned,woman
woman,men
men,2045
someone,read
read,report
report,mentioning
mentioning,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
someone,read
read,report
report,mentioning
mentioning,90
90,world
world,data
data,generated
generated,2019
someone,read
read,report
report,mentioning
mentioning,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
someone,read
read,report
report,mentioning
mentioning,half
half,retail
retail,purchase
purchase,made
made,mobile
mobile,device
someone,read
read,report
report,mentioning
mentioning,1
1,3
3,people
people,never
never,used
used,internet
someone,read
read,report
report,mentioning
mentioning,first
first,glove
glove,used
used,american
american,sport
sport,baseball
baseball,fingerless
someone,read
read,report
report,mentioning
mentioning,india
india,train
train,transport
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
someone,read
read,report
report,mentioning
mentioning,london
london,england
england,world
world,oldest
oldest,subway
subway,system
someone,read
read,report
report,mentioning
mentioning,shark
shark,glow
glow,dark
someone,read
read,report
report,mentioning
mentioning,would
would,take
take,258
258,earth
earth,day
day,drive
drive,around
around,one
one,saturn
saturn,ring
ring,speed
speed,75
75,mph
someone,read
read,report
report,mentioning
mentioning,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
someone,read
read,report
report,mentioning
mentioning,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
someone,read
read,report
report,mentioning
mentioning,star
star,universe
universe,grain
grain,sand
sand,earth
someone,read
read,report
report,mentioning
mentioning,year
year,asteroid
asteroid,size
size,car
car,enters
enters,earth
earth,atmosphere
someone,read
read,report
report,mentioning
mentioning,mar
mar,running
running,water
someone,read
read,report
report,mentioning
mentioning,world
world,championship
championship,throwing
throwing,mobile
mobile,phone
someone,read
read,report
report,mentioning
mentioning,canned
canned,pumpkin
pumpkin,contain
contain,actual
actual,pumpkin
someone,read
read,report
report,mentioning
mentioning,bathwater
bathwater,stay
stay,warmer
warmer,longer
longer,duration
duration,bubble
someone,read
read,report
report,mentioning
mentioning,double
double,rainbow
rainbow,mirror
mirror,image
image,first
first,rainbow
someone,read
read,report
report,mentioning
mentioning,banana
banana,technically
technically,berry
someone,read
read,report
report,mentioning
mentioning,australia
australia,number
number,venomous
venomous,snake
snake,worldwide
someone,read
read,report
report,mentioning
mentioning,two
two,tongue
tongue,print
print,alike
someone,read
read,report
report,mentioning
mentioning,australia
australia,bright
bright,pink
pink,lake
someone,read
read,report
report,mentioning
mentioning,butterfly
butterfly,taste
taste,foot
someone,read
read,report
report,mentioning
mentioning,penguin
penguin,jump
jump,high
high,9
9,foot
foot,air
someone,read
read,report
report,mentioning
mentioning,cat
cat,sleep
sleep,two
two,third
third,life
someone,read
read,report
report,mentioning
mentioning,netherlands
netherlands,home
home,population
population,tallest
tallest,human
human,earth
someone,read
read,report
report,mentioning
mentioning,black
black,cat
cat,good
good,luck
luck,britain
britain,japan
someone,read
read,report
report,mentioning
mentioning,human
human,jumped
jumped,horse
horse,olympics
someone,read
read,report
report,mentioning
mentioning,espresso
espresso,maker
maker,sent
sent,space
someone,read
read,report
report,mentioning
mentioning,job
job,field
field,agriculture
agriculture,prevalent
prevalent,type
type,job
job,world
someone,read
read,report
report,mentioning
mentioning,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
someone,read
read,report
report,mentioning
mentioning,one
one,strand
strand,hair
hair,hold
hold,3
3,ounce
ounce,weight
someone,read
read,report
report,mentioning
mentioning,largest
largest,recorded
recorded,snowflake
snowflake,15
15,inch
inch,wide
someone,read
read,report
report,mentioning
mentioning,melting
melting,glacier
glacier,make
make,fizzy
fizzy,noise
someone,read
read,report
report,mentioning
mentioning,cactus
cactus,spine
spine,used
used,make
make,hook
someone,read
read,report
report,mentioning
mentioning,driving
driving,south
south,detroit
detroit,lead
lead,canada
someone,read
read,report
report,mentioning
mentioning,people
people,speak
speak,english
english,second
second,language
language,use
use,primary
primary,language
someone,read
read,report
report,mentioning
mentioning,cat
cat,taste
taste,sweet
sweet,flavor
someone,read
read,report
report,mentioning
mentioning,violin
violin,bow
bow,made
made,horsehair
someone,read
read,report
report,mentioning
mentioning,shape
shape,26
26,side
side,known
known,rhombicuboctahedron
someone,read
read,report
report,mentioning
mentioning,every
every,three
three,second
second,birth
birth,taking
taking,place
place,somewhere
somewhere,world
someone,read
read,report
report,mentioning
mentioning,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
someone,read
read,report
report,claiming
claiming,drone
drone,delivery
delivery,already
already,happening
happening,become
become,common
common,2025
someone,read
read,report
report,claiming
claiming,new
new,element
element,discovered
discovered,outside
outside,periodic
periodic,table
someone,read
read,report
report,claiming
claiming,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
someone,read
read,report
report,claiming
claiming,largest
largest,rock
rock,earth
earth,australia
someone,read
read,report
report,claiming
claiming,damascus
damascus,oldest
oldest,continuously
continuously,inhabited
inhabited,city
city,world
someone,read
read,report
report,claiming
claiming,bangkok
bangkok,full
full,name
name,163
163,letter
someone,read
read,report
report,claiming
claiming,productive
productive,work
work,day
day,week
week,tuesday
someone,read
read,report
report,claiming
claiming,90
90,good
good,shipped
shipped,ocean
ocean,freight
someone,read
read,report
report,claiming
claiming,business
business,owned
owned,woman
woman,men
men,2045
someone,read
read,report
report,claiming
claiming,car
car,horn
horn,honk
honk,key
key,f
someone,read
read,report
report,claiming
claiming,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
someone,read
read,report
report,claiming
claiming,90
90,driver
driver,admit
admit,singing
singing,car
someone,read
read,report
report,claiming
claiming,recorded
recorded,song
song,history
history,summertime
summertime,written
written,george
george,gershwin
gershwin,dorothy
dorothy,heyward
someone,read
read,report
report,claiming
claiming,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
someone,read
read,report
report,claiming
claiming,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
someone,read
read,report
report,claiming
claiming,singapore
singapore,fastest
fastest,internet
internet,connectivity
connectivity,world
someone,read
read,report
report,claiming
claiming,average
average,user
user,spends
spends,40
40,day
day,internet
someone,read
read,report
report,claiming
claiming,india
india,train
train,transport
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
someone,read
read,report
report,claiming
claiming,one
one,third
third,world
world,airport
airport,located
located,u
someone,read
read,report
report,claiming
claiming,london
london,england
england,world
world,oldest
oldest,subway
subway,system
someone,read
read,report
report,claiming
claiming,common
common,garden
garden,snail
snail,12
12,000
000,teeth
someone,read
read,report
report,claiming
claiming,adult
adult,cat
cat,meow
meow,human
someone,read
read,report
report,claiming
claiming,koala
koala,sleep
sleep,22
22,hour
hour,per
per,day
someone,read
read,report
report,claiming
claiming,hummingbird
hummingbird,bird
bird,fly
fly,backwards
someone,read
read,report
report,claiming
claiming,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
someone,read
read,report
report,claiming
claiming,volcano
volcano,olympus
olympus,mon
mon,mar
mar,3
3,time
time,taller
taller,mount
mount,everest
someone,read
read,report
report,claiming
claiming,halley
halley,comet
comet,seen
seen,2061
someone,read
read,report
report,claiming
claiming,day
day,mar
mar,length
length,earth
someone,read
read,report
report,claiming
claiming,sun
sun,take
take,one
one,earth
earth,month
month,make
make,full
full,rotation
someone,read
read,report
report,claiming
claiming,mar
mar,running
running,water
someone,read
read,report
report,claiming
claiming,world
world,championship
championship,throwing
throwing,mobile
mobile,phone
someone,read
read,report
report,claiming
claiming,illegal
illegal,waste
waste,food
food,french
french,supermarket
someone,read
read,report
report,claiming
claiming,season
season,reindeer
reindeer,eye
eye,change
change,color
someone,read
read,report
report,claiming
claiming,canned
canned,pumpkin
pumpkin,contain
contain,actual
actual,pumpkin
someone,read
read,report
report,claiming
claiming,take
take,restaurant
restaurant,found
found,remains
remains,pompeii
someone,read
read,report
report,claiming
claiming,dog
dog,understand
understand,250
250,hand
hand,gesture
gesture,word
someone,read
read,report
report,claiming
claiming,captive
captive,raven
raven,speak
speak,better
better,parrot
someone,read
read,report
report,claiming
claiming,chihuahua
chihuahua,largest
largest,brain
brain,among
among,dog
someone,read
read,report
report,claiming
claiming,crocodile
crocodile,cannot
cannot,stick
stick,tongue
someone,read
read,report
report,claiming
claiming,sneezing
sneezing,traveling
traveling,60
60,mph
mph,make
make,close
close,eye
eye,50
50,foot
someone,read
read,report
report,claiming
claiming,people
people,sneeze
sneeze,sleep
someone,read
read,report
report,claiming
claiming,butterfly
butterfly,taste
taste,foot
someone,read
read,report
report,claiming
claiming,eiffel
eiffel,tower
tower,lean
lean,away
away,sun
someone,read
read,report
report,claiming
claiming,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
someone,read
read,report
report,claiming
claiming,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
someone,read
read,report
report,claiming
claiming,armadillo
armadillo,bulletproof
bulletproof,shell
someone,read
read,report
report,claiming
claiming,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
someone,read
read,report
report,claiming
claiming,human
human,likely
likely,weird
weird,scary
scary,dream
dream,sleeping
sleeping,stomach
someone,read
read,report
report,claiming
claiming,one
one,strand
strand,hair
hair,hold
hold,3
3,ounce
ounce,weight
someone,read
read,report
report,claiming
claiming,bottled
bottled,water
water,expiration
expiration,date
someone,read
read,report
report,claiming
claiming,driving
driving,south
south,detroit
detroit,lead
lead,canada
someone,read
read,report
report,claiming
claiming,people
people,speak
speak,english
english,second
second,language
language,use
use,primary
primary,language
someone,read
read,report
report,claiming
claiming,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
someone,read
read,report
report,claiming
claiming,average
average,american
american,spends
spends,time
time,totalling
totalling,2
2,5
5,day
day,annually
annually,looking
looking,lost
lost,item
someone,read
read,report
report,claiming
claiming,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
someone,read
read,report
report,claiming
claiming,roar
roar,lion
lion,heard
heard,5
5,mile
mile,away
someone,read
read,report
report,claiming
claiming,honeybee
honeybee,recognize
recognize,human
human,face
someone,read
read,report
report,claiming
claiming,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
someone,read
read,report
report,claiming
claiming,6
6,000
000,specie
specie,grass
someone,read
read,report
report,claiming
claiming,giant
giant,tortoise
tortoise,believed
believed,extinct
extinct,found
found,galapagos
galapagos,island
someone,read
read,report
report,claiming
claiming,every
every,three
three,second
second,birth
birth,taking
taking,place
place,somewhere
somewhere,world
someone,read
read,report
report,claiming
claiming,china
china,world
world,largest
largest,silk
silk,producer
someone,read
read,report
report,claiming
claiming,redwood
redwood,tallest
tallest,tree
someone,located
located,report
report,mentioning
mentioning,fly
fly,individual
individual,jetpacks
jetpacks,2032
someone,located
located,report
report,mentioning
mentioning,making
making,emotional
emotional,facial
facial,expression
expression,prompt
prompt,human
human,emotion
someone,located
located,report
report,mentioning
mentioning,new
new,element
element,discovered
discovered,outside
outside,periodic
periodic,table
someone,located
located,report
report,mentioning
mentioning,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
someone,located
located,report
report,mentioning
mentioning,dubai
dubai,island
island,created
created,human
someone,located
located,report
report,mentioning
mentioning,yellowstone
